CombID,UniqueID,PrelimID,Date,Transect,Plot,Easting,Northing,DistLowP,Height,RHeight,RTHeight,Inun,UDepth,LDepth,Description,CoreVol,CoreMass,MoisFF,Moisture,Sand,Silt,Clay,MSand,MSilt,MClay,Texture,pHw,pHc,EC,CEC,AvailP,ExCa,ExMg,ExNa,ExK,Al,As,B,Ca,Cd,Co,Cr,Cu,Fe,K,Mg,Mn,Mo,Na,Ni,P,Pb,S,Sb,Se,Zn,Fizz,ADMoisture,MoisFAD,TotC,TotOC,TotN,d13C,d15N,MTotC,MTotOC,MTotIC,MTotN,POC,HOC,ROC,DOC,DTN,FumDOC,FumDTN,NO3,NH4,FAA,WHC,Proteolysis,AAMin_k1,AAMin_k2,AAMin_a,AAMin_b
FCNSW_040_2019-03-26_T9_P4,FCNSW_040,FC NSW 1094,2019-03-26,9,4,144.421747,-35.825765,,81.129997,4.969990,0.000000,y,0,30,"Juvenile river red gum, 20% juncus, 100% leaf litter",2829,3530,1.032,0.032,69,19,13,70,20,11,Loam,5.37,4.17,0.0473,6.2,8.756,346,313,112,92,16400,0,0,434,0,0,22,0,11800,3000,1170,263,0,126,0,138,0,74,0,0,20,n,0.009,1.01,,9.22,0.74,-26.46,3.48,,,,,,,,52.47,6.24,131.69,10.52,0.529,0.857,0.938,9.88,3.372,0.1341,0.0009,29.534,71.6879
FCNSW_041_2019-07-31_T0_P1,FCNSW_041,FC NSW 1001,2019-07-31,0,1,144.425419,-35.733890,,80.570000,4.410000,0.300003,n,0,30,"Few mature RRG, many samplings, some copiced; distrurbed area; 95% litter cover, grey vertosol",2829,3830,1.168,0.168,17,25,58,31,28,42,Clay,6.54,5.16,0.1662,27.0,9.328,2420,1554,430,492,43400,0,10,2130,0,21,44,21,37500,4920,4120,773,0,577,27,196,21,121,0,0,59,n,0.03,1.03,,19.92,1.72,-25.49,2.98,,,,,,,,105.29,18.1,272.94,24.56,8.682,4.82,1.067,29.45,5.907,0.1163,0.0009,31.386,70.0044
FCNSW_042_2019-07-31_T0_P2,FCNSW_042,FC NSW 1002,2019-07-31,0,2,144.425642,-35.734851,,80.779999,4.620000,0.510002,n,0,30,"Sparse mature and juvenile RRG, coverage 10%; disturbed area; 50% litter cover",2829,3700,1.148,0.148,35,26,39,43,29,28,Silty clay loam,6.31,4.67,0.0788,17.0,9.452,1236,846,222,290,30400,0,0,1220,0,13,37,17,28700,4050,2660,795,0,262,20,289,18,132,0,0,51,n,0.022,1.022,,10.94,1.16,-26.46,5.06,,,,,,,,81.45,18.04,192.53,25.89,14.504,2.984,1.138,14.64,4.79,0.0823,0.0007,30.772,70.438
FCNSW_043_2019-07-31_T0_P3,FCNSW_043,FC NSW 1003,2019-07-31,0,3,144.425268,-35.735180,,80.739998,4.579990,0.470001,n,0,30,"Mature RRG, some juveniles, juncus, 90% litter",2829,3340,1.132,0.132,25,31,43,36,35,29,Silty clay,6.36,4.77,0.0991,20.0,14.721,1430,952,264,378,34300,0,0,1580,0,21,39,20,34500,4870,3340,1420,0,352,24,295,19,121,0,0,56,n,0.022,1.022,,17.47,1.56,-24.68,4.15,,,,,,,,80.3,14.73,242.61,27.49,8.87,4.859,1.125,24.07,4.937,0.0965,0.0009,32.347,68.9067
FCNSW_044_2019-07-31_T0_P4,FCNSW_044,FC NSW 1004,2019-07-31,0,4,144.425377,-35.735393,,80.269997,4.109990,0.000000,n,0,30,"Young RRG ~5m height, 5% juncus, 10% canopy, 90% litter",2829,3240,1.098,0.098,63,21,16,63,24,14,Loam,6.05,4.55,0.0642,9.0,11.943,736,409,114,164,14300,0,0,700,0,0,20,0,12400,2360,1390,180,0,105,0,188,10,124,0,0,27,n,0.013,1.013,,21.96,1.26,-24.81,2.73,,,,,,,,83.04,13.39,261.23,23.26,5.694,3.42,1.389,19.6,5.145,0.1053,0.0009,31.658,69.5806
FCNSW_045_2019-07-31_T1_P1,FCNSW_045,FC NSW 1011,2019-07-31,1,1,144.417459,-35.745008,,81.370003,5.210000,1.810005,n,0,30,"Mature grey box, 30% canopy; 5% bluebush; 2% moss; 60% litter",2829,3560,1.132,0.132,58,24,18,54,26,20,Loam,8.59,7.66,0.2438,19.0,32.206,2118,832,177,558,29000,0,18,14500,0,11,30,24,24700,6600,5860,1440,0,327,25,1030,13,171,0,0,68,y,0.023,1.023,,16.78,1.32,-25.03,5.73,,,,,,,,148.28,20.25,309.23,32.67,12.884,5.072,1.177,27.37,5.962,0.1083,0.0014,26.72,73.3309
FCNSW_046_2019-07-31_T1_P2,FCNSW_046,FC NSW 1012,2019-07-31,1,2,144.417561,-35.745289,,80.519997,4.359990,0.959999,n,0,30,"Mature RRG, 10% cover; 1% small saplings; 75% litter cover",2829,3790,1.171,0.171,29,22,49,36,29,35,Clay,6.36,4.97,0.1234,23.0,8.885,1730,1373,346,514,37900,0,0,1590,0,20,41,20,32500,4940,3580,1180,0,416,26,219,22,121,0,0,59,n,0.024,1.024,,10.02,0.98,-24.78,4.37,,,,,,,,84.74,18.2,210.59,23.94,16.987,2.935,1.013,14.03,4.394,0.1035,0.0007,32.792,68.4524
FCNSW_047_2019-07-31_T1_P3,FCNSW_047,FC NSW 1013,2019-07-31,1,3,144.417647,-35.745413,,80.190002,4.030000,0.630005,m,0,30,"Mature RRG, 10% cover; Juvenile RRG 1%; Juncus 1%; Chenopod 1%; Litter 60%",2829,3840,1.155,0.155,39,24,38,43,27,30,Clay loam,6.03,4.77,0.1162,20.0,12.664,1458,968,220,338,27800,0,0,1810,0,12,33,16,25400,3770,2300,552,0,277,17,247,18,183,0,0,47,n,0.022,1.022,,15.3,1.23,-21.78,3.66,,,,,,,,76.46,24.85,197.74,31.5,21.321,5.423,0.847,23.05,3.471,0.0883,0.0007,33.032,68.204
FCNSW_048_2019-07-31_T1_P4,FCNSW_048,FC NSW 1014,2019-07-31,1,4,144.417776,-35.745531,,79.559998,3.399990,0.000000,y,0,30,"Mature RRG <10%; Juncus 5%, lots of dead wood; 50% litter",2829,3740,1.118,0.118,55,23,23,58,23,19,Loam,6.15,4.8,0.0826,9.9,13.385,880,511,136,204,15900,0,0,846,0,0,22,0,12700,2550,1440,211,0,144,10,168,12,113,0,0,30,n,0.015,1.015,,10.2,0.99,-23.78,4.19,,,,,,,,58.55,15.17,132.61,20.28,15.454,0.776,0.672,13.98,3.769,0.1,0.0007,34.939,66.3281
FCNSW_049_2019-07-31_T2_P1,FCNSW_049,FC NSW 1021,2019-07-31,2,1,144.382395,-35.780812,,81.239998,5.079990,1.220001,n,0,30,"Recently thinned RRG, some coppiced, some dead RRG ~20m, RRG cover ~15%; litter 40%",2829,3430,1.186,0.186,17,26,57,28,31,42,Silty clay,5.68,4.36,0.1851,25.0,5.083,1478,1332,334,344,44400,0,0,1340,0,14,50,18,40500,3980,2970,607,0,416,25,219,20,177,0,0,55,n,0.029,1.029,,15.38,1.09,-25.44,5.07,,,,,,,,101.47,12.25,203.34,16.47,4.294,8.205,2.641,14.26,5.438,0.0767,0.0006,36.713,64.9602
FCNSW_050_2019-07-31_T2_P2,FCNSW_050,FC NSW 1022,2019-07-31,2,2,144.383235,-35.780596,,80.730003,4.570000,0.710007,n,0,30,"Very disturbed site, RRG 5% coppiced / thinned, few chenopods",2829,4030,1.217,0.217,16,40,44,25,35,41,Silty clay,5.5,4.01,0.0649,20.0,9.672,800,866,184,232,26900,0,0,723,0,17,39,15,34300,2790,2000,1110,0,168,18,359,21,127,0,0,52,n,0.024,1.024,,10.11,0.52,-24.48,1.37,,,,,,,,74.69,12.78,185.59,19.49,9.016,2.431,0.723,19.7,3.692,0.0738,0.0006,35.855,65.4918
FCNSW_051_2019-07-31_T2_P3,FCNSW_051,FC NSW 1023,2019-07-31,2,3,144.384195,-35.780728,,80.694283,4.534280,0.674286,m,0,30,Mainly young RRG 30%; many branches; sedges 5%; Themeda; Litter 90%,2829,3140,1.193,0.193,18,46,36,25,39,35,Silty clay loam,5.64,4.23,0.0674,15.0,13.081,818,803,162,258,28900,0,0,810,0,17,41,13,33800,3600,2290,1250,0,162,19,386,17,135,0,0,50,n,0.023,1.023,,15.47,1.34,-24.89,2.81,,,,,,,,100.76,8.75,237.22,15.73,3.67,0.665,1.527,22.02,4.771,0.0945,0.0007,33.717,67.648
FCNSW_052_2019-07-31_T2_P4,FCNSW_052,FC NSW 1024,2019-07-31,2,4,144.384389,-35.780678,,80.019997,3.859990,0.000000,y,0,30,Mature RRG + saplings 30%; Juncus 10%; Litter 70%,2829,3430,1.143,0.143,22,47,31,31,39,31,Silty clay loam,5.82,4.2,0.0431,13.0,14.884,784,692,144,158,23400,0,0,758,0,0,36,12,26100,2780,1790,604,0,131,15,332,17,74,0,0,42,n,0.018,1.018,,10.47,0.99,-29.26,4.71,,,,,,,,66.49,5.17,166.36,9.68,2.461,0.147,1.691,13.71,3.67,0.0909,0.0008,33.749,67.6318
FCNSW_053_2019-07-29_T3_P1,FCNSW_053,FC NSW 1031,2019-07-29,3,1,144.423590,-35.862426,,82.900002,6.740000,0.000000,n,0,30,"Red gum, Black box, juncus",2829,3400,1.174,0.174,25,41,34,30,40,30,Silty clay loam,5.94,4.35,0.0697,15.0,9.239,718,795,176,260,26700,0,0,776,0,20,39,15,32700,3640,2280,1360,0,200,21,283,16,100,0,0,50,n,0.02,1.02,,19.94,0.94,-26.54,3.53,,,,,,,,149.34,8.95,261.72,15.98,0.861,1.59,2.728,19.1,4.452,0.0952,0.0003,33.102,68.1592
FCNSW_054_2019-07-29_T3_P2,FCNSW_054,FC NSW 1032,2019-07-29,3,2,144.424764,-35.862395,,82.980003,6.820000,0.080002,n,0,30,"Red gum, grey box, juncus, ""cherry berry""",2829,3360,1.202,0.202,23,41,36,30,39,30,Silty clay loam,6.04,4.43,0.0791,16.0,12.03,920,929,236,342,30000,0,0,878,0,15,40,15,30900,4130,2510,1060,0,289,20,241,17,108,0,0,52,n,0.02,1.02,,25.57,1.23,-26.78,3.21,,,,,,,,105.75,6.48,216.17,12.5,0.711,0.48,1.902,23.01,4.744,0.0882,0.0008,32.865,68.3917
FCNSW_055_2019-07-29_T3_P3,FCNSW_055,FC NSW 1033,2019-07-29,3,3,144.425550,-35.862260,,83.300003,7.140000,0.400002,n,0,30,"Grey box, sparse juncus, last logged >10 years ago",2829,3200,1.204,0.204,20,51,29,25,43,32,Silty clay loam,5.68,4.32,0.0869,13.0,14.487,696,675,164,230,26200,0,0,715,0,18,40,13,31000,3830,2350,1160,0,195,19,290,16,119,0,0,51,n,0.02,1.02,,18.59,1.7,-28.28,3.62,,,,,,,,143.04,12.31,269.86,19.29,0.655,0.808,4.82,24.31,6.652,0.0929,0.0008,33.941,67.3326
FCNSW_056_2019-07-29_T3_P4,FCNSW_056,FC NSW 1034,2019-07-29,3,4,144.425970,-35.862151,,83.500000,7.340000,0.599998,n,0,30,"Very mature red gum, cherry bush",2829,2840,1.175,0.175,15,59,26,25,45,30,Silty clay loam,6.29,4.93,0.0782,14.0,14.077,1084,757,146,312,24500,0,0,1170,0,0,37,12,20800,3770,2500,471,0,158,18,266,16,126,0,0,47,n,0.02,1.02,,18.51,1.72,-20.18,3.74,,,,,,,,95.75,7.82,228.21,19.77,0.64,0.868,1.97,25.45,5.672,0.1401,0.001,29.361,71.7144
FCNSW_057_2019-07-31_T4_P1,FCNSW_057,FC NSW 1041,2019-07-31,4,1,144.344410,-35.748250,,80.510002,4.350000,1.200005,n,0,30,"Mature RRG + saplings, Juncus, litter 75%",2829,3480,1.173,0.173,21,33,46,31,28,41,Silty clay,5.76,4.65,0.2491,22.0,9.518,1608,1233,308,370,44600,0,0,1660,0,22,50,21,42400,4460,3010,1420,0,473,27,391,22,146,0,0,58,n,0.029,1.029,,16.15,1.58,-22.35,4.76,,,,,,,,157.98,20.76,228.69,24.14,4.805,10.294,1.733,25.36,7.447,0.0841,0.0009,35.72,65.6345
FCNSW_058_2019-07-31_T4_P2,FCNSW_058,FC NSW 1042,2019-07-31,4,2,144.344410,-35.749030,,79.570000,3.410000,0.260002,n,0,30,"Mix mature and juv RRG 30%, 1% juncus, pig disturbance",2829,3430,1.188,0.188,23,25,52,34,30,36,Clay,5.63,4.4,0.0797,21.0,16.907,1466,970,178,318,28100,0,0,1480,0,0,38,15,20800,2930,2110,539,0,156,16,280,19,251,0,0,50,n,0.026,1.026,,18.07,1.26,-27.23,2.57,,,,,,,,79.93,13.06,223.91,17.66,11.446,0.797,1.14,16.31,4.387,0.0741,0.0007,36.897,64.6641
FCNSW_059_2019-07-31_T4_P3,FCNSW_059,FC NSW 1043,2019-07-31,4,3,144.344070,-35.749570,,79.440002,3.280000,0.130005,n,0,30,"Mature RRG, pig disturbance, litter 80%",2829,3310,1.171,0.171,26,27,47,38,29,33,Silty clay,5.67,4.44,0.0698,17.0,18.561,1294,797,140,258,27200,0,0,1260,0,0,36,13,17900,2960,1850,339,0,139,14,227,17,135,0,0,45,n,0.022,1.022,,18.14,1.26,-26.63,3.14,,,,,,,,68.17,10.18,245.49,20.62,9.449,0.494,1.029,17.57,4.282,0.1415,0.0012,25.466,75.8255
FCNSW_060_2019-07-31_T4_P4,FCNSW_060,FC NSW 1044,2019-07-31,4,4,144.344190,-35.750010,,79.309998,3.149990,0.000000,n,0,30,"60% mature RRG, disturbance by pigs, 40% litter",2829,3810,1.227,0.227,21,31,49,31,32,37,Silty clay,5.62,4.41,0.075,17.0,35.413,1256,750,132,268,27300,0,0,1150,0,0,38,14,18000,3140,1850,380,0,137,16,240,18,134,0,0,46,n,0.023,1.023,,11.88,1.45,-26.48,3.36,,,,,,,,80.2,12.61,173.25,17.17,10.335,1.018,0.84,14.64,5.076,0.089,0.0007,34.645,66.9322
FCNSW_061_2019-07-30_T5_P1,FCNSW_061,FC NSW 1051,2019-07-30,5,1,144.294490,-35.727340,,80.019997,3.859990,1.099998,n,0,30,"RRG 20%, litter 50%",2829,4290,1.143,0.143,31,47,22,38,41,21,Silty loam,6.36,4.75,0.0627,7.0,5.006,664,567,176,128,15900,0,0,766,0,0,25,0,18500,2400,1600,605,0,182,12,188,12,43,0,0,31,n,0.013,1.013,,6.53,0.66,-24.02,4.52,,,,,,,,61.03,3.92,92.23,6.51,0.487,0.276,0.798,8.54,3.525,0.103,0.0009,32.72,68.6894
FCNSW_062_2019-07-30_T5_P2,FCNSW_062,FC NSW 1052,2019-07-30,5,2,144.295680,-35.728020,,79.650002,3.490000,0.730003,n,0,30,"Juv RRG, coppiced, 25%; Themeda; woody debris 10%; juncus 1%; litter 70%",2829,2970,1.162,0.162,18,50,33,27,41,32,Silty clay loam,5.88,4.57,0.0704,17.0,12.874,1248,887,156,284,25400,0,0,1190,0,0,35,13,25600,3240,2060,367,0,152,16,242,15,134,0,0,43,n,0.023,1.023,,21.14,1.65,-24.91,1.16,,,,,,,,95.17,15.71,237.55,25.64,10.2,2.939,1.521,28.92,4.168,0.1162,0.0008,30.911,69.978
FCNSW_063_2019-07-30_T5_P3,FCNSW_063,FC NSW 1053,2019-07-30,5,3,144.296620,-35.728550,,79.430000,3.270000,0.510002,n,0,30,Some large and some coppiced RRG 30%; shea-oak - type shrub; 5% juncus and themeda; litter 50%,2829,3140,1.166,0.166,17,51,32,25,42,34,Silty clay loam,5.56,4.18,0.0617,12.0,23.384,624,722,138,206,22000,0,0,649,0,12,33,11,20600,2720,1790,357,0,135,14,195,16,83,0,0,38,n,0.019,1.019,,11.65,1.1,-27.24,2.86,,,,,,,,85.17,14.64,159.17,18.8,12.636,2.302,1.007,15.75,3.37,0.0783,0.0006,35.749,65.9037
FCNSW_064_2019-07-30_T5_P4,FCNSW_064,FC NSW 1054,2019-07-30,5,4,144.297320,-35.728760,,78.919998,2.759990,0.000000,n,0,30,Mature RRG some juv 10%; Juncus 1%; litter 70%,2829,3140,1.158,0.158,23,44,33,29,39,31,Silty clay loam,5.98,4.58,0.0596,11.0,46.957,896,696,126,240,17000,0,0,917,0,0,29,12,14900,2340,1590,358,0,129,12,220,15,136,0,0,35,n,0.018,1.018,,10.32,1.08,-24.36,2.83,,,,,,,,19.27,9.74,130.76,12.97,8.386,0.41,0.916,13.78,4.117,0.0899,0.0008,33.951,67.5985
FCNSW_065_2019-07-30_T6_P1,FCNSW_065,FC NSW 1061,2019-07-30,6,1,144.274284,-35.696733,,79.400002,3.240000,1.459999,n,0,30,"Recently thinned RRG 10%, themeda 5%, chenopod 5%; juncus 2%; litter 80%",2829,3630,1.293,0.293,17,22,60,28,27,45,Clay,6.39,4.96,0.1091,29.0,8.572,2352,1739,452,488,42400,0,0,2090,0,18,49,22,43200,3140,2910,1130,0,533,28,291,22,145,0,0,53,n,0.034,1.034,,20.56,1.73,-25.02,4.41,,,,,,,,118.34,6.43,269.34,20.73,0.734,0.956,1.069,30.33,7.336,0.1248,0.0009,32.764,68.4158
FCNSW_066_2019-07-30_T6_P2,FCNSW_066,FC NSW 1062,2019-07-30,6,2,144.274252,-35.696600,,78.470001,2.310000,0.529999,m,0,30,"RRG 15%; themeda 1%, thistle; litter 50%",2829,3470,1.251,0.251,25,25,50,31,31,38,Silty clay,5.94,4.65,0.0834,19.0,28.107,1578,1137,194,408,28700,0,0,1640,0,0,37,16,24200,2890,2170,424,0,228,17,275,19,129,0,0,47,n,0.031,1.031,,29.89,1.88,-21.82,3.53,,,,,,,,92.42,16.37,199.65,22.7,14.837,1.953,1.407,27.49,7.17,0.1277,0.0009,32.545,68.5273
FCNSW_067_2019-07-30_T6_P3,FCNSW_067,FC NSW 1063,2019-07-30,6,3,144.274289,-35.696551,,78.050003,1.890000,0.110001,y,0,30,"Disturbed by logging, RRG ~5m; litter 80%",2829,3820,1.223,0.223,28,25,47,34,28,38,Silty clay,6.33,4.81,0.0616,19.0,25.574,1634,978,184,324,22700,0,0,1500,0,0,31,15,16800,2500,1780,437,0,184,14,244,17,122,0,0,42,n,0.024,1.024,,12.45,1.34,-28.9,3.11,,,,,,,,58.93,7.19,158.91,13.1,6.656,0.627,0.65,16.77,4.343,0.1616,0.0008,34.067,67.5894
FCNSW_068_2019-07-30_T6_P4,FCNSW_068,FC NSW 1064,2019-07-30,6,4,144.274307,-35.696518,,77.940002,1.780000,0.000000,y,0,30,"Mature and juv RRG 15%; 70% litter, surface self-mulching",2829,3710,1.248,0.248,21,21,58,31,27,42,Clay,5.89,4.66,0.0862,19.0,41.004,2040,1159,190,468,29300,0,0,1740,0,0,38,18,21200,3260,2100,519,0,191,17,401,21,139,0,0,56,n,0.028,1.028,,13.23,0.67,-30.66,3.48,,,,,,,,59.06,11.68,153.07,20.1,14.298,0.329,0.81,17.56,4.13,0.1152,0.0007,31.427,69.5803
FCNSW_069_2019-07-30_T7_P1,FCNSW_069,FC NSW 1071,2019-07-30,7,1,144.239511,-35.678113,,78.860001,2.700000,1.180000,n,0,30,"Mature and Juv RRG, forbs, shrub 30%, juncus 1%, thatch of litter, 100%",2829,3440,1.211,0.211,26,50,25,36,43,21,Silty loam,6.59,5.32,0.0783,14.0,8.42,1370,714,184,270,15400,0,0,1660,0,0,26,11,25500,2480,1640,755,0,194,14,265,14,109,0,0,32,n,0.015,1.015,,6.85,0.43,-17.31,-7.1,,,,,,,,99.6,5.78,167.57,16.18,0.344,0.183,0.982,20.8,4.134,0.2075,0.0012,27.866,72.4243
FCNSW_070_2019-07-30_T7_P2,FCNSW_070,FC NSW 1072,2019-07-30,7,2,144.238774,-35.677261,,78.330002,2.170000,0.650002,n,0,30,"Recently thinned RRG 15%, juncus 15%, harvest disturbance",2829,3100,1.155,0.155,27,39,35,33,34,32,Silty clay loam,5.72,4.35,0.0576,13.0,13.463,968,807,134,312,18900,0,0,882,0,0,28,11,19200,2360,1590,514,0,108,12,236,15,104,0,0,35,n,0.021,1.021,,13.65,1.37,-26.95,2.76,,,,,,,,101.41,13.08,207.86,20.87,5.056,2.254,1.775,18.48,6.519,0.1186,0.0009,32.103,68.965
FCNSW_071_2019-07-30_T7_P3,FCNSW_071,FC NSW 1073,2019-07-30,7,3,144.238588,-35.676544,,78.209999,2.050000,0.529999,n,0,30,"Recently thinned RRG 20%, juncus 1%, themeda 3%, harvest disturbance; thatch of litter 100%",2829,3100,1.136,0.136,37,31,32,41,32,27,Silty clay loam,5.94,4.53,0.0468,15.0,9.009,1326,665,120,274,36500,0,12,1160,0,0,41,0,17300,5860,2110,386,0,163,14,221,13,148,0,0,37,n,0.016,1.016,,8.16,0.44,-23.21,-0.02,,,,,,,,62.71,9.51,133.96,16.56,5.835,1.02,1.066,14.43,4.496,0.1056,0.0008,31.983,68.8476
FCNSW_072_2019-07-30_T7_P4,FCNSW_072,FC NSW 1074,2019-07-30,7,4,144.237507,-35.675924,,77.680000,1.520000,0.000000,n,0,30,Recently thinned RRG 5% coverage from coppiced remaining stand; litter 80%,2829,3150,1.166,0.166,35,40,25,40,34,26,Silty loam,5.82,4.68,0.0662,21.0,11.575,1172,673,118,268,32700,0,0,1220,0,0,39,11,16400,4980,2020,395,0,168,14,209,14,154,0,0,36,n,0.016,1.016,,13.09,1.21,-31.49,2.4,,,,,,,,53.38,13.88,90.58,18.64,14.405,0.229,0.6,15.88,3.955,0.1017,0.0007,30.359,70.5315
FCNSW_073_2019-07-31_T8_P1,FCNSW_073,FC NSW 1081,2019-07-31,8,1,144.232062,-35.593180,,77.180000,1.020000,1.019997,n,0,30,"Recently thinned RRG 15%, 95% litter, appears to be perched vertosol (black)",2829,3400,1.198,0.198,23,27,50,30,31,38,Silty clay,7.1,6,0.2106,21.0,12.858,2422,1446,526,538,62100,0,19,3030,0,16,56,22,37200,9590,4460,1210,0,864,28,371,16,164,0,0,62,n,0.031,1.031,,21.33,0.97,-24.36,3.86,,,,,,,,85.18,10.37,168.56,18.38,4.707,1.404,1.264,21.74,6.385,0.1959,0.0009,27.61,73.2339
FCNSW_074_2019-07-31_T8_P2,FCNSW_074,FC NSW 1082,2019-07-31,8,2,144.231292,-35.593209,,76.559998,0.399990,0.399994,n,0,30,Old RRG with some coppiced 15%; Juncus 10%; litter 90%,2829,3230,1.157,0.157,28,33,39,32,34,34,Silty clay loam,6.13,5.04,0.0903,20.0,10.97,1522,976,214,402,45100,0,13,1290,0,0,45,14,24500,7570,2990,414,0,317,18,213,15,139,0,0,45,n,0.022,1.022,,19.01,1.61,-27.63,1.56,,,,,,,,118.53,28.43,278.82,38.53,21.413,8.658,1.564,27.17,5.486,0.1098,0.0009,32.074,69.0875
FCNSW_075_2019-07-31_T8_P3,FCNSW_075,FC NSW 1083,2019-07-31,8,3,144.230001,-35.592745,,76.260002,0.100000,0.099998,n,0,30,Mature RRG recently thinned; litter 100%,2829,3210,1.129,0.129,32,34,34,38,33,29,Silty clay loam,5.58,4.57,0.0772,15.0,15.644,1192,574,122,336,39200,0,12,1170,0,0,41,13,20300,6640,2470,426,0,200,16,268,14,137,0,0,42,n,0.018,1.018,,12.38,1.18,-26.05,2.25,,,,,,,,100.85,17.85,209.16,25.28,6.411,5.839,2.359,16.78,4.476,0.1071,0.0009,33.942,67.3849
FCNSW_076_2019-07-31_T8_P4,FCNSW_076,FC NSW 1084,2019-07-31,8,4,144.229216,-35.592304,,76.160004,0.000000,0.000000,n,0,30,"V large RRG stumps, mature and juv RRG 40%; litter 90%; self-mulching",2829,3250,1.154,0.154,33,35,32,44,32,25,Silty clay loam,5.73,4.65,0.0579,16.0,19.121,1302,673,134,304,37100,0,10,1230,0,0,39,13,18300,5990,2340,368,0,189,16,251,14,140,0,0,39,n,0.018,1.018,,21.1,1.44,-33.38,2.66,,,,,,,,88.07,7.94,183.91,16.46,2.623,0.487,1.403,19.14,4.186,0.1187,0.0008,32.226,68.8192
FCNSW_077_2019-07-31_T9_P1,FCNSW_077,FC NSW 1091,2019-07-31,9,1,144.423864,-35.825089,,82.180000,6.020000,1.050003,n,0,30,"River red gum 50% coverage, thick litter, Juncus",2829,2950,1.213,0.213,24,39,37,26,39,35,Silty clay loam,5.59,4.44,0.0557,11.0,9.396,790,584,122,234,41300,0,13,930,0,0,48,13,26000,6710,2860,460,0,193,20,211,16,117,0,0,49,n,0.019,1.019,,13.7,1.3,-20.15,3.32,,,,,,,,124.24,9.24,223.36,19.5,0.746,0.814,2.439,16.59,5.07,0.1051,0.0008,32.522,68.5458
FCNSW_078_2019-07-31_T9_P2,FCNSW_078,FC NSW 1092,2019-07-31,9,2,144.422807,-35.825348,,82.230003,6.070000,1.100006,n,0,30,"River red gum, 60% litter coverage, sparse Juncus",2829,3180,1.221,0.221,28,41,31,33,36,32,Silty clay loam,5.83,4.78,0.0764,13.0,10.512,1018,622,126,240,40100,0,12,1120,0,0,47,12,24600,7130,2880,425,0,192,18,193,15,118,0,0,46,n,0.021,1.021,,12.85,0.83,-22.98,1.77,,,,,,,,127.64,13.39,265.2,28.25,2.746,3.744,2.431,25.59,7.281,0.1097,0.0008,31.776,69.3529
FCNSW_079_2019-07-31_T9_P3,FCNSW_079,FC NSW 1093,2019-07-31,9,3,144.422034,-35.825474,,81.919998,5.759990,0.790001,n,0,30,"River red gum, 30% juncus, 100% litter cover",2829,3180,1.194,0.194,36,35,29,39,32,29,Silty clay loam,5.54,4.4,0.0575,12.0,7.653,664,689,170,212,40600,0,12,797,0,15,48,13,31100,6640,2810,1190,0,248,20,259,17,142,0,0,48,n,0.017,1.017,,13.12,1.09,-25.04,4.19,,,,,,,,78.64,8.5,189.84,17.17,2.826,1.1,1.46,17.66,4.237,0.1234,0.0009,31.676,69.4715
